Accession	EntryName	GeneID	TaxID	EnsemblGeneID	GeneSymbol	Description	Type
Q8TE04	PANK1_HUMAN	53354	9606	ENSG00000152782	PANK1	pantothenate kinase 1	protein-coding
Q9BZ23	PANK2_HUMAN	80025	9606	ENSG00000125779	PANK2	pantothenate kinase 2	protein-coding
Q9H999	PANK3_HUMAN	79646	9606	ENSG00000120137	PANK3	pantothenate kinase 3	protein-coding
Q9NVE7	PANK4_HUMAN	55229	9606	ENSG00000157881	PANK4	pantothenate kinase 4 (inactive)	protein-coding
Q9NVE7	PANK4_HUMAN	55229	9606	ENSG00000273494	PANK4	pantothenate kinase 4 (inactive)	protein-coding
Q7Z3H0	PANKY_HUMAN	341405	9606	ENSG00000167612	ANKRD33	ankyrin repeat domain 33	protein-coding
Q96RD7	PANX1_HUMAN	24145	9606	ENSG00000110218	PANX1	pannexin 1	protein-coding
Q96RD6	PANX2_HUMAN	56666	9606	ENSG00000073150	PANX2	pannexin 2	protein-coding
Q96QZ0	PANX3_HUMAN	116337	9606	ENSG00000154143	PANX3	pannexin 3	protein-coding
Q6QHF9	PAOX_HUMAN	196743	9606	ENSG00000148832	PAOX	polyamine oxidase	protein-coding
Q5JQF8	PAP1M_HUMAN	340529	9606	ENSG00000186288	PABPC1L2A	poly(A) binding protein cytoplasmic 1 like 2A	protein-coding
Q5JQF8	PAP1M_HUMAN	340529	9606	ENSG00000184388	PABPC1L2A	poly(A) binding protein cytoplasmic 1 like 2A	protein-coding
Q5JQF8	PAP1M_HUMAN	645974	9606	ENSG00000186288	PABPC1L2B	poly(A) binding protein cytoplasmic 1 like 2B	protein-coding
Q5JQF8	PAP1M_HUMAN	645974	9606	ENSG00000184388	PABPC1L2B	poly(A) binding protein cytoplasmic 1 like 2B	protein-coding
Q9NVV4	PAPD1_HUMAN	55149	9606	ENSG00000107951	MTPAP	mitochondrial poly(A) polymerase	protein-coding
Q8NDF8	PAPD5_HUMAN	64282	9606	ENSG00000121274	TENT4B	terminal nucleotidyltransferase 4B	protein-coding
Q5XG87	PAPD7_HUMAN	11044	9606	ENSG00000112941	TENT4A	terminal nucleotidyltransferase 4A	protein-coding
P51003	PAPOA_HUMAN	10914	9606	ENSG00000090060	PAPOLA	poly(A) polymerase alpha	protein-coding
Q9NRJ5	PAPOB_HUMAN	56903	9606	ENSG00000218823	PAPOLB	poly(A) polymerase beta	protein-coding
Q9BWT3	PAPOG_HUMAN	64895	9606	ENSG00000115421	PAPOLG	poly(A) polymerase gamma	protein-coding
Q13219	PAPP1_HUMAN	5069	9606	ENSG00000182752	PAPPA	pappalysin 1	protein-coding
Q9BXP8	PAPP2_HUMAN	60676	9606	ENSG00000116183	PAPPA2	pappalysin 2	protein-coding
O43252	PAPS1_HUMAN	9061	9606	ENSG00000138801	PAPSS1	3'-phosphoadenosine 5'-phosphosulfate synthase 1	protein-coding
O95340	PAPS2_HUMAN	9060	9606	ENSG00000198682	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2	protein-coding
Q96A54	PAQR1_HUMAN	51094	9606	ENSG00000159346	ADIPOR1	adiponectin receptor 1	protein-coding
Q86V24	PAQR2_HUMAN	79602	9606	ENSG00000006831	ADIPOR2	adiponectin receptor 2	protein-coding
Q86V24	PAQR2_HUMAN	79602	9606	ENSG00000285070	ADIPOR2	adiponectin receptor 2	protein-coding
Q6TCH7	PAQR3_HUMAN	152559	9606	ENSG00000163291	PAQR3	progestin and adipoQ receptor family member 3	protein-coding
Q8N4S7	PAQR4_HUMAN	124222	9606	ENSG00000162073	PAQR4	progestin and adipoQ receptor family member 4	protein-coding
Q9NXK6	PAQR5_HUMAN	54852	9606	ENSG00000137819	PAQR5	progestin and adipoQ receptor family member 5	protein-coding
Q6TCH4	PAQR6_HUMAN	79957	9606	ENSG00000160781	PAQR6	progestin and adipoQ receptor family member 6	protein-coding
Q86WK9	PAQR7_HUMAN	164091	9606	ENSG00000182749	PAQR7	progestin and adipoQ receptor family member 7	protein-coding
Q8TEZ7	PAQR8_HUMAN	85315	9606	ENSG00000170915	PAQR8	progestin and adipoQ receptor family member 8	protein-coding
Q6ZVX9	PAQR9_HUMAN	344838	9606	ENSG00000188582	PAQR9	progestin and adipoQ receptor family member 9	protein-coding
Q8IY49	PAQRA_HUMAN	221938	9606	ENSG00000136297	MMD2	monocyte to macrophage differentiation associated 2	protein-coding
Q15546	PAQRB_HUMAN	23531	9606	ENSG00000108960	MMD	monocyte to macrophage differentiation associated	protein-coding
Q53GL7	PAR10_HUMAN	84875	9606	ENSG00000178685	PARP10	poly(ADP-ribose) polymerase family member 10	protein-coding
Q9NR21	PAR11_HUMAN	57097	9606	ENSG00000111224	PARP11	poly(ADP-ribose) polymerase family member 11	protein-coding
Q9H0J9	PAR12_HUMAN	64761	9606	ENSG00000059378	PARP12	poly(ADP-ribose) polymerase family member 12	protein-coding
Q460N5	PAR14_HUMAN	54625	9606	ENSG00000173193	PARP14	poly(ADP-ribose) polymerase family member 14	protein-coding
Q460N3	PAR15_HUMAN	165631	9606	ENSG00000173200	PARP15	poly(ADP-ribose) polymerase family member 15	protein-coding
Q8N5Y8	PAR16_HUMAN	54956	9606	ENSG00000138617	PARP16	poly(ADP-ribose) polymerase family member 16	protein-coding
P25116	PAR1_HUMAN	2149	9606	ENSG00000181104	F2R	coagulation factor II thrombin receptor	protein-coding
P55085	PAR2_HUMAN	2150	9606	ENSG00000164251	F2RL1	F2R like trypsin receptor 1	protein-coding
Q8TEW8	PAR3L_HUMAN	117583	9606	ENSG00000116117	PARD3B	par-3 family cell polarity regulator beta	protein-coding
O00254	PAR3_HUMAN	2151	9606	ENSG00000164220	F2RL2	coagulation factor II thrombin receptor like 2	protein-coding
Q96RI0	PAR4_HUMAN	9002	9606	ENSG00000127533	F2RL3	F2R like thrombin or trypsin receptor 3	protein-coding
Q9NPB6	PAR6A_HUMAN	50855	9606	ENSG00000102981	PARD6A	par-6 family cell polarity regulator alpha	protein-coding
Q9BYG5	PAR6B_HUMAN	84612	9606	ENSG00000124171	PARD6B	par-6 family cell polarity regulator beta	protein-coding
Q9BYG4	PAR6G_HUMAN	84552	9606	ENSG00000178184	PARD6G	par-6 family cell polarity regulator gamma	protein-coding
Q8TEW0	PARD3_HUMAN	56288	9606	ENSG00000148498	PARD3	par-3 family cell polarity regulator	protein-coding
Q86W56	PARG_HUMAN	670	9606	ENSG00000227345	BPHL	biphenyl hydrolase like	protein-coding
Q86W56	PARG_HUMAN	8505	9606	ENSG00000227345	PARG	poly(ADP-ribose) glycohydrolase	protein-coding
Q9NWS1	PARI_HUMAN	55010	9606	ENSG00000185480	PARPBP	PARP1 binding protein	protein-coding
Q99497	PARK7_HUMAN	11315	9606	ENSG00000116288	PARK7	Parkinsonism associated deglycase	protein-coding
Q9H300	PARL_HUMAN	55486	9606	ENSG00000175193	PARL	presenilin associated rhomboid like	protein-coding
Q6UWI2	PARM1_HUMAN	25849	9606	ENSG00000169116	PARM1	prostate androgen-regulated mucin-like protein 1	protein-coding
O95453	PARN_HUMAN	5073	9606	ENSG00000140694	PARN	poly(A)-specific ribonuclease	protein-coding
O95453	PARN_HUMAN	5073	9606	ENSG00000274829	PARN	poly(A)-specific ribonuclease	protein-coding
P09874	PARP1_HUMAN	142	9606	ENSG00000143799	PARP1	poly(ADP-ribose) polymerase 1	protein-coding
Q9UGN5	PARP2_HUMAN	10038	9606	ENSG00000129484	PARP2	poly(ADP-ribose) polymerase 2	protein-coding
Q9Y6F1	PARP3_HUMAN	10039	9606	ENSG00000041880	PARP3	poly(ADP-ribose) polymerase family member 3	protein-coding
Q9UKK3	PARP4_HUMAN	143	9606	ENSG00000102699	PARP4	poly(ADP-ribose) polymerase family member 4	protein-coding
Q2NL67	PARP6_HUMAN	56965	9606	ENSG00000137817	PARP6	poly(ADP-ribose) polymerase family member 6	protein-coding
Q8N3A8	PARP8_HUMAN	79668	9606	ENSG00000151883	PARP8	poly(ADP-ribose) polymerase family member 8	protein-coding
Q8IXQ6	PARP9_HUMAN	83666	9606	ENSG00000138496	PARP9	poly(ADP-ribose) polymerase family member 9	protein-coding
Q7Z3E1	PARPT_HUMAN	25976	9606	ENSG00000163659	TIPARP	TCDD inducible poly(ADP-ribose) polymerase	protein-coding
Q9NVD7	PARVA_HUMAN	55742	9606	ENSG00000197702	PARVA	parvin alpha	protein-coding
Q9HBI1	PARVB_HUMAN	29780	9606	ENSG00000188677	PARVB	parvin beta	protein-coding
Q9HBI0	PARVG_HUMAN	64098	9606	ENSG00000138964	PARVG	parvin gamma	protein-coding
Q8IV76	PASD1_HUMAN	139135	9606	ENSG00000166049	PASD1	PAS domain containing repressor 1	protein-coding
Q96RG2	PASK_HUMAN	23178	9606	ENSG00000115687	PASK	PAS domain containing serine/threonine kinase	protein-coding
Q8WXA2	PATE1_HUMAN	160065	9606	ENSG00000171053	PATE1	prostate and testis expressed 1	protein-coding
Q6UY27	PATE2_HUMAN	399967	9606	ENSG00000196844	PATE2	prostate and testis expressed 2	protein-coding
B3GLJ2	PATE3_HUMAN	100169851	9606	ENSG00000236027	PATE3	prostate and testis expressed 3	protein-coding
P0C8F1	PATE4_HUMAN	399968	9606	ENSG00000237353	PATE4	prostate and testis expressed 4	protein-coding
Q86TB9	PATL1_HUMAN	219988	9606	ENSG00000166889	PATL1	PAT1 homolog 1, processing body mRNA decay factor	protein-coding
C9JE40	PATL2_HUMAN	197135	9606	ENSG00000229474	PATL2	PAT1 homolog 2	protein-coding
Q9HBE1	PATZ1_HUMAN	23598	9606	ENSG00000100105	PATZ1	POZ/BTB and AT hook containing zinc finger 1	protein-coding
Q96IZ0	PAWR_HUMAN	5074	9606	ENSG00000177425	PAWR	pro-apoptotic WT1 regulator	protein-coding
P15863	PAX1_HUMAN	5075	9606	ENSG00000125813	PAX1	paired box 1	protein-coding
Q02962	PAX2_HUMAN	5076	9606	ENSG00000075891	PAX2	paired box 2	protein-coding
P23760	PAX3_HUMAN	5077	9606	ENSG00000135903	PAX3	paired box 3	protein-coding
Q02548	PAX5_HUMAN	5079	9606	ENSG00000196092	PAX5	paired box 5	protein-coding
P26367	PAX6_HUMAN	5080	9606	ENSG00000007372	PAX6	paired box 6	protein-coding
P23759	PAX7_HUMAN	5081	9606	ENSG00000009709	PAX7	paired box 7	protein-coding
Q06710	PAX8_HUMAN	7849	9606	ENSG00000125618	PAX8	paired box 8	protein-coding
P55771	PAX9_HUMAN	5083	9606	ENSG00000198807	PAX9	paired box 9	protein-coding
Q9Y5B6	PAXB1_HUMAN	94104	9606	ENSG00000159086	PAXBP1	PAX3 and PAX7 binding protein 1	protein-coding
Q9Y5B6	PAXB1_HUMAN	94104	9606	ENSG00000263141	PAXBP1	PAX3 and PAX7 binding protein 1	protein-coding
Q6ZW49	PAXI1_HUMAN	22976	9606	ENSG00000157212	PAXIP1	PAX interacting protein 1	protein-coding
P49023	PAXI_HUMAN	5829	9606	ENSG00000089159	PXN	paxillin	protein-coding
Q9BUH6	PAXX_HUMAN	286257	9606	ENSG00000148362	PAXX	PAXX non-homologous end joining factor	protein-coding
Q86U86	PB1_HUMAN	55193	9606	ENSG00000163939	PBRM1	polybromo 1	protein-coding
Q9BVG4	PBDC1_HUMAN	51260	9606	ENSG00000102390	PBDC1	polysaccharide biosynthesis domain containing 1	protein-coding
Q96AQ6	PBIP1_HUMAN	57326	9606	ENSG00000163346	PBXIP1	PBX homeobox interacting protein 1	protein-coding
Q96E09	PBIR1_HUMAN	116224	9606	ENSG00000187866	FAM122A	family with sequence similarity 122A	protein-coding
Q7Z309	PBIR2_HUMAN	159090	9606	ENSG00000156504	FAM122B	family with sequence similarity 122B	protein-coding
Q6P4D5	PBIR3_HUMAN	159091	9606	ENSG00000156500	FAM122C	family with sequence similarity 122C	protein-coding
P30039	PBLD_HUMAN	64081	9606	ENSG00000108187	PBLD	phenazine biosynthesis like protein domain containing	protein-coding
Q9GZY1	PBOV1_HUMAN	59351	9606	ENSG00000254440	PBOV1	prostate and breast cancer overexpressed 1	protein-coding
P40424	PBX1_HUMAN	5087	9606	ENSG00000185630	PBX1	PBX homeobox 1	protein-coding
P40425	PBX2_HUMAN	5089	9606	ENSG00000204304	PBX2	PBX homeobox 2	protein-coding
P40425	PBX2_HUMAN	5089	9606	ENSG00000206315	PBX2	PBX homeobox 2	protein-coding
P40425	PBX2_HUMAN	5089	9606	ENSG00000236353	PBX2	PBX homeobox 2	protein-coding
P40425	PBX2_HUMAN	5089	9606	ENSG00000232005	PBX2	PBX homeobox 2	protein-coding
P40425	PBX2_HUMAN	5089	9606	ENSG00000224952	PBX2	PBX homeobox 2	protein-coding
P40425	PBX2_HUMAN	5089	9606	ENSG00000225987	PBX2	PBX homeobox 2	protein-coding
P40425	PBX2_HUMAN	5089	9606	ENSG00000237344	PBX2	PBX homeobox 2	protein-coding
P40426	PBX3_HUMAN	5090	9606	ENSG00000167081	PBX3	PBX homeobox 3	protein-coding
Q9BYU1	PBX4_HUMAN	80714	9606	ENSG00000105717	PBX4	PBX homeobox 4	protein-coding
Q9BZA7	PC11X_HUMAN	27328	9606	ENSG00000102290	PCDH11X	protocadherin 11 X-linked	protein-coding
Q9BZA8	PC11Y_HUMAN	83259	9606	ENSG00000099715	PCDH11Y	protocadherin 11 Y-linked	protein-coding
A6NKN8	PC4L1_HUMAN	654790	9606	ENSG00000248485	PCP4L1	Purkinje cell protein 4 like 1	protein-coding
A6NGG8	PCARE_HUMAN	388939	9606	ENSG00000179270	PCARE	photoreceptor cilium actin regulator	protein-coding
Q8NF37	PCAT1_HUMAN	79888	9606	ENSG00000153395	LPCAT1	lysophosphatidylcholine acyltransferase 1	protein-coding
Q7L5N7	PCAT2_HUMAN	54947	9606	ENSG00000087253	LPCAT2	lysophosphatidylcholine acyltransferase 2	protein-coding
Q15365	PCBP1_HUMAN	5093	9606	ENSG00000169564	PCBP1	poly(rC) binding protein 1	protein-coding
Q15366	PCBP2_HUMAN	5094	9606	ENSG00000197111	PCBP2	poly(rC) binding protein 2	protein-coding
P57721	PCBP3_HUMAN	54039	9606	ENSG00000183570	PCBP3	poly(rC) binding protein 3	protein-coding
P57723	PCBP4_HUMAN	57060	9606	ENSG00000090097	PCBP4	poly(rC) binding protein 4	protein-coding
P05165	PCCA_HUMAN	5095	9606	ENSG00000175198	PCCA	propionyl-CoA carboxylase subunit alpha	protein-coding
P05166	PCCB_HUMAN	5096	9606	ENSG00000114054	PCCB	propionyl-CoA carboxylase subunit beta	protein-coding
Q9P2E7	PCD10_HUMAN	57575	9606	ENSG00000138650	PCDH10	protocadherin 10	protein-coding
Q9NPG4	PCD12_HUMAN	51294	9606	ENSG00000113555	PCDH12	protocadherin 12	protein-coding
Q96QU1	PCD15_HUMAN	65217	9606	ENSG00000150275	PCDH15	protocadherin related 15	protein-coding
Q96JQ0	PCD16_HUMAN	8642	9606	ENSG00000166341	DCHS1	dachsous cadherin-related 1	protein-coding
O14917	PCD17_HUMAN	27253	9606	ENSG00000118946	PCDH17	protocadherin 17	protein-coding
Q9HCL0	PCD18_HUMAN	54510	9606	ENSG00000189184	PCDH18	protocadherin 18	protein-coding
Q8TAB3	PCD19_HUMAN	57526	9606	ENSG00000165194	PCDH19	protocadherin 19	protein-coding
Q8N6Y1	PCD20_HUMAN	64881	9606	ENSG00000280165	PCDH20	protocadherin 20	protein-coding
Q6V1P9	PCD23_HUMAN	54798	9606	ENSG00000197410	DCHS2	dachsous cadherin-related 2	protein-coding
Q6V1P9	PCD23_HUMAN	54798	9606	ENSG00000284227	DCHS2	dachsous cadherin-related 2	protein-coding
Q9Y5I3	PCDA1_HUMAN	56147	9606	ENSG00000204970	PCDHA1	protocadherin alpha 1	protein-coding
Q9Y5H9	PCDA2_HUMAN	56146	9606	ENSG00000204969	PCDHA2	protocadherin alpha 2	protein-coding
Q9Y5H8	PCDA3_HUMAN	56145	9606	ENSG00000255408	PCDHA3	protocadherin alpha 3	protein-coding
Q9UN74	PCDA4_HUMAN	56144	9606	ENSG00000204967	PCDHA4	protocadherin alpha 4	protein-coding
Q9Y5H7	PCDA5_HUMAN	56143	9606	ENSG00000204965	PCDHA5	protocadherin alpha 5	protein-coding
Q9UN73	PCDA6_HUMAN	56142	9606	ENSG00000081842	PCDHA6	protocadherin alpha 6	protein-coding
Q9UN72	PCDA7_HUMAN	56141	9606	ENSG00000204963	PCDHA7	protocadherin alpha 7	protein-coding
Q9Y5H6	PCDA8_HUMAN	56140	9606	ENSG00000204962	PCDHA8	protocadherin alpha 8	protein-coding
Q9Y5H5	PCDA9_HUMAN	9752	9606	ENSG00000204961	PCDHA9	protocadherin alpha 9	protein-coding
Q9Y5I2	PCDAA_HUMAN	56139	9606	ENSG00000250120	PCDHA10	protocadherin alpha 10	protein-coding
Q9Y5I1	PCDAB_HUMAN	56138	9606	ENSG00000249158	PCDHA11	protocadherin alpha 11	protein-coding
Q9UN75	PCDAC_HUMAN	56137	9606	ENSG00000251664	PCDHA12	protocadherin alpha 12	protein-coding
Q9Y5I0	PCDAD_HUMAN	56136	9606	ENSG00000239389	PCDHA13	protocadherin alpha 13	protein-coding
Q9Y5F3	PCDB1_HUMAN	29930	9606	ENSG00000171815	PCDHB1	protocadherin beta 1	protein-coding
Q9Y5E7	PCDB2_HUMAN	56133	9606	ENSG00000112852	PCDHB2	protocadherin beta 2	protein-coding
Q9Y5E6	PCDB3_HUMAN	56132	9606	ENSG00000113205	PCDHB3	protocadherin beta 3	protein-coding
Q9Y5E5	PCDB4_HUMAN	56131	9606	ENSG00000081818	PCDHB4	protocadherin beta 4	protein-coding
Q9Y5E4	PCDB5_HUMAN	26167	9606	ENSG00000113209	PCDHB5	protocadherin beta 5	protein-coding
Q9Y5E3	PCDB6_HUMAN	56130	9606	ENSG00000113211	PCDHB6	protocadherin beta 6	protein-coding
Q9Y5E2	PCDB7_HUMAN	56129	9606	ENSG00000113212	PCDHB7	protocadherin beta 7	protein-coding
Q9UN66	PCDB8_HUMAN	56128	9606	ENSG00000120322	PCDHB8	protocadherin beta 8	protein-coding
Q9Y5E1	PCDB9_HUMAN	56127	9606	ENSG00000177839	PCDHB9	protocadherin beta 9	protein-coding
Q9UN67	PCDBA_HUMAN	56126	9606	ENSG00000120324	PCDHB10	protocadherin beta 10	protein-coding
Q9Y5F2	PCDBB_HUMAN	56125	9606	ENSG00000197479	PCDHB11	protocadherin beta 11	protein-coding
Q9Y5F1	PCDBC_HUMAN	56124	9606	ENSG00000120328	PCDHB12	protocadherin beta 12	protein-coding
Q9Y5F0	PCDBD_HUMAN	56123	9606	ENSG00000187372	PCDHB13	protocadherin beta 13	protein-coding
Q9Y5E9	PCDBE_HUMAN	56122	9606	ENSG00000120327	PCDHB14	protocadherin beta 14	protein-coding
Q9Y5E8	PCDBF_HUMAN	56121	9606	ENSG00000113248	PCDHB15	protocadherin beta 15	protein-coding
Q9NRJ7	PCDBG_HUMAN	57717	9606	ENSG00000272674	PCDHB16	protocadherin beta 16	protein-coding
Q9H158	PCDC1_HUMAN	56135	9606	ENSG00000248383	PCDHAC1	protocadherin alpha subfamily C, 1	protein-coding
Q9Y5I4	PCDC2_HUMAN	56134	9606	ENSG00000243232	PCDHAC2	protocadherin alpha subfamily C, 2	protein-coding
Q9Y5H4	PCDG1_HUMAN	56114	9606	ENSG00000204956	PCDHGA1	protocadherin gamma subfamily A, 1	protein-coding
Q9Y5H1	PCDG2_HUMAN	56113	9606	ENSG00000081853	PCDHGA2	protocadherin gamma subfamily A, 2	protein-coding
Q9Y5H0	PCDG3_HUMAN	56112	9606	ENSG00000254245	PCDHGA3	protocadherin gamma subfamily A, 3	protein-coding
Q9Y5G9	PCDG4_HUMAN	56111	9606	ENSG00000262576	PCDHGA4	protocadherin gamma subfamily A, 4	protein-coding
Q9Y5G8	PCDG5_HUMAN	56110	9606	ENSG00000253485	PCDHGA5	protocadherin gamma subfamily A, 5	protein-coding
Q9Y5G7	PCDG6_HUMAN	56109	9606	ENSG00000253731	PCDHGA6	protocadherin gamma subfamily A, 6	protein-coding
Q9Y5G6	PCDG7_HUMAN	56108	9606	ENSG00000253537	PCDHGA7	protocadherin gamma subfamily A, 7	protein-coding
Q9Y5G5	PCDG8_HUMAN	9708	9606	ENSG00000253767	PCDHGA8	protocadherin gamma subfamily A, 8	protein-coding
Q9Y5G4	PCDG9_HUMAN	56107	9606	ENSG00000261934	PCDHGA9	protocadherin gamma subfamily A, 9	protein-coding
Q9Y5H3	PCDGA_HUMAN	56106	9606	ENSG00000253846	PCDHGA10	protocadherin gamma subfamily A, 10	protein-coding
Q9Y5H2	PCDGB_HUMAN	56105	9606	ENSG00000253873	PCDHGA11	protocadherin gamma subfamily A, 11	protein-coding
O60330	PCDGC_HUMAN	26025	9606	ENSG00000253159	PCDHGA12	protocadherin gamma subfamily A, 12	protein-coding
Q9Y5G3	PCDGD_HUMAN	56104	9606	ENSG00000254221	PCDHGB1	protocadherin gamma subfamily B, 1	protein-coding
Q9Y5G2	PCDGE_HUMAN	56103	9606	ENSG00000253910	PCDHGB2	protocadherin gamma subfamily B, 2	protein-coding
Q9Y5G1	PCDGF_HUMAN	56102	9606	ENSG00000262209	PCDHGB3	protocadherin gamma subfamily B, 3	protein-coding
Q9UN71	PCDGG_HUMAN	8641	9606	ENSG00000253953	PCDHGB4	protocadherin gamma subfamily B, 4	protein-coding
Q9Y5G0	PCDGH_HUMAN	56101	9606	ENSG00000276547	PCDHGB5	protocadherin gamma subfamily B, 5	protein-coding
Q9Y5F9	PCDGI_HUMAN	56100	9606	ENSG00000253305	PCDHGB6	protocadherin gamma subfamily B, 6	protein-coding
Q9Y5F8	PCDGJ_HUMAN	56099	9606	ENSG00000254122	PCDHGB7	protocadherin gamma subfamily B, 7	protein-coding
Q9UN70	PCDGK_HUMAN	5098	9606	ENSG00000240184	PCDHGC3	protocadherin gamma subfamily C, 3	protein-coding
Q9Y5F7	PCDGL_HUMAN	56098	9606	ENSG00000242419	PCDHGC4	protocadherin gamma subfamily C, 4	protein-coding
Q9Y5F6	PCDGM_HUMAN	56097	9606	ENSG00000240764	PCDHGC5	protocadherin gamma subfamily C, 5	protein-coding
Q08174	PCDH1_HUMAN	5097	9606	ENSG00000156453	PCDH1	protocadherin 1	protein-coding
O60245	PCDH7_HUMAN	5099	9606	ENSG00000169851	PCDH7	protocadherin 7	protein-coding
O95206	PCDH8_HUMAN	5100	9606	ENSG00000136099	PCDH8	protocadherin 8	protein-coding
Q9HC56	PCDH9_HUMAN	5101	9606	ENSG00000184226	PCDH9	protocadherin 9	protein-coding
Q4G0U5	PCDP1_HUMAN	200373	9606	ENSG00000163075	CFAP221	cilia and flagella associated protein 221	protein-coding
O94913	PCF11_HUMAN	51585	9606	ENSG00000165494	PCF11	PCF11 cleavage and polyadenylation factor subunit	protein-coding
Q96NT5	PCFT_HUMAN	113235	9606	ENSG00000076351	SLC46A1	solute carrier family 46 member 1	protein-coding
Q9BSM1	PCGF1_HUMAN	84759	9606	ENSG00000115289	PCGF1	polycomb group ring finger 1	protein-coding
P35227	PCGF2_HUMAN	7703	9606	ENSG00000278644	PCGF2	polycomb group ring finger 2	protein-coding
P35227	PCGF2_HUMAN	7703	9606	ENSG00000277258	PCGF2	polycomb group ring finger 2	protein-coding
Q3KNV8	PCGF3_HUMAN	10336	9606	ENSG00000185619	PCGF3	polycomb group ring finger 3	protein-coding
Q86SE9	PCGF5_HUMAN	84333	9606	ENSG00000180628	PCGF5	polycomb group ring finger 5	protein-coding
Q9BYE7	PCGF6_HUMAN	84108	9606	ENSG00000156374	PCGF6	polycomb group ring finger 6	protein-coding
Q15645	PCH2_HUMAN	9319	9606	ENSG00000071539	TRIP13	thyroid hormone receptor interactor 13	protein-coding
Q5JVF3	PCID2_HUMAN	55795	9606	ENSG00000126226	PCID2	PCI domain containing 2	protein-coding
P35558	PCKGC_HUMAN	5105	9606	ENSG00000124253	PCK1	phosphoenolpyruvate carboxykinase 1	protein-coding
Q16822	PCKGM_HUMAN	5106	9606	ENSG00000100889	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial	protein-coding
Q16822	PCKGM_HUMAN	5106	9606	ENSG00000285241	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial	protein-coding
Q7Z2X4	PCLI1_HUMAN	55022	9606	ENSG00000153823	PID1	phosphotyrosine interaction domain containing 1	protein-coding
Q9Y6V0	PCLO_HUMAN	27445	9606	ENSG00000186472	PCLO	piccolo presynaptic cytomatrix protein	protein-coding
Q15154	PCM1_HUMAN	5108	9606	ENSG00000078674	PCM1	pericentriolar material 1	protein-coding
Q96MG8	PCMD1_HUMAN	115294	9606	ENSG00000168300	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	protein-coding
Q9NV79	PCMD2_HUMAN	55251	9606	ENSG00000203880	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	protein-coding
Q9NV79	PCMD2_HUMAN	55251	9606	ENSG00000280663	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	protein-coding
P12004	PCNA_HUMAN	5111	9606	ENSG00000132646	PCNA	proliferating cell nuclear antigen	protein-coding
Q8WW12	PCNP_HUMAN	57092	9606	ENSG00000081154	PCNP	PEST proteolytic signal containing nuclear protein	protein-coding
O95613	PCNT_HUMAN	5116	9606	ENSG00000160299	PCNT	pericentrin	protein-coding
Q15113	PCOC1_HUMAN	5118	9606	ENSG00000106333	PCOLCE	procollagen C-endopeptidase enhancer	protein-coding
Q9UKZ9	PCOC2_HUMAN	26577	9606	ENSG00000163710	PCOLCE2	procollagen C-endopeptidase enhancer 2	protein-coding
Q8IVA1	PCP2_HUMAN	126006	9606	ENSG00000174788	PCP2	Purkinje cell protein 2	protein-coding
P48539	PCP4_HUMAN	5121	9606	ENSG00000183036	PCP4	Purkinje cell protein 4	protein-coding
P42785	PCP_HUMAN	5547	9606	ENSG00000137509	PRCP	prolylcarboxypeptidase	protein-coding
Q9UHG2	PCS1N_HUMAN	27344	9606	ENSG00000102109	PCSK1N	proprotein convertase subtilisin/kexin type 1 inhibitor	protein-coding
Q6UW60	PCSK4_HUMAN	54760	9606	ENSG00000115257	PCSK4	proprotein convertase subtilisin/kexin type 4	protein-coding
Q92824	PCSK5_HUMAN	5125	9606	ENSG00000099139	PCSK5	proprotein convertase subtilisin/kexin type 5	protein-coding
P29122	PCSK6_HUMAN	5046	9606	ENSG00000140479	PCSK6	proprotein convertase subtilisin/kexin type 6	protein-coding
Q16549	PCSK7_HUMAN	9159	9606	ENSG00000160613	PCSK7	proprotein convertase subtilisin/kexin type 7	protein-coding
Q8NBP7	PCSK9_HUMAN	255738	9606	ENSG00000169174	PCSK9	proprotein convertase subtilisin/kexin type 9	protein-coding
Q96RV3	PCX1_HUMAN	22990	9606	ENSG00000100731	PCNX1	pecanex 1	protein-coding
A6NKB5	PCX2_HUMAN	80003	9606	ENSG00000135749	PCNX2	pecanex 2	protein-coding
Q9H6A9	PCX3_HUMAN	399909	9606	ENSG00000197136	PCNX3	pecanex 3	protein-coding
Q63HM2	PCX4_HUMAN	64430	9606	ENSG00000126773	PCNX4	pecanex 4	protein-coding
P49585	PCY1A_HUMAN	5130	9606	ENSG00000161217	PCYT1A	phosphate cytidylyltransferase 1, choline, alpha	protein-coding
Q9Y5K3	PCY1B_HUMAN	9468	9606	ENSG00000102230	PCYT1B	phosphate cytidylyltransferase 1, choline, beta	protein-coding
Q99447	PCY2_HUMAN	5833	9606	ENSG00000185813	PCYT2	phosphate cytidylyltransferase 2, ethanolamine	protein-coding
Q9UHG3	PCYOX_HUMAN	51449	9606	ENSG00000116005	PCYOX1	prenylcysteine oxidase 1	protein-coding
